Repository,Task ID,Bug / Task Description,Fix Commit,Patch Length (LOC),Base Commit,Source Archive,Archive Repo Root,Commit Subject,Confidence,Score,Changed File Count,Test File Count,Pass QA?,GPT5.5 Pass Rate,Visible Test Command Guess
orca,orca__308f120373cb,Investigate and fix bug issue indicated by commit 'test: metrics tests including Bug E test' in metrics_test.go.,308f120373cb0ac769bf43ba653a0d9d7c45a360,175,5e5dd2e58152d4d8df5684a9017ab5f99298d33c,project_silver_repos/o5VKojoe2gAiPaYl8S4O__orca.zip,orca,test: metrics tests including Bug E test,medium,13,1,1,,,go test ./...
orca,orca__4eb0670f3290,Investigate and fix bug issue indicated by commit 'test: checkpoint tests including Bug D test' in checkpoint_test.go.,4eb0670f3290ffe87eab8f7313010c77bf881ba7,200,3372903cf13308dae3dec78931e5e06f19a2ed37,project_silver_repos/o5VKojoe2gAiPaYl8S4O__orca.zip,orca,test: checkpoint tests including Bug D test,medium,13,1,1,,,go test ./...
pawsdb_build,pawsdb-build__a6a866f6a386,Investigate and fix auth issue indicated by commit 'auth router - login endpoint' in src/pawsdb/routers/auth.py.,a6a866f6a386dc2bdb3bfc738dad77eea79920a9,16,bfaea5a55582830582a23c3bb11a7cd177c88f6e,project_silver_repos/jctxgKxEwQtvJQZKhIPU__pawsdb_build.zip,pawsdb_build,auth router - login endpoint,medium,13,1,0,,,pytest
personal-finance-agent,personal-finance-agent__0f7f0c1de31d,"Investigate and fix auth issue indicated by commit 'feat(auth): implement login and registration endpoints' in app/api/v1/endpoints/auth.py, app/services/user_service.py.",0f7f0c1de31d122b268cedd7e23c61f4ebb1adf1,63,ea1449bc2300f26abdbbf75d1c32b2a8f8e1bccb,project_silver_repos/g2u4ya1Xejb50xEyp9vg__personal-finance-agent.zip,personal-finance-agent,feat(auth): implement login and registration endpoints,medium,13,2,0,,,pytest
PrepLane,preplane__aee2eff2f7b6,Fix answer validation edge cases in vocabulary quiz,aee2eff2f7b6dd1c557e7ac0f86e723f436bd722,1817,73e26b13278cb3634ca4bb86396efde1cab72750,project_silver_repos/oesYoDA55oqhzoGdQcnG__PrepLane.zip,PrepLane,fix answer validation edge cases in vocabulary quiz,medium,13,2,0,,,npm test
PrimeElements_Backend,primeelements-backend__de63b48ef4b1,"Investigate and fix auth issue indicated by commit 'started auth with google' in prime_elements/settings.py, prime_elements/urls.py.",de63b48ef4b178d331166647cc85122c8cc0627c,29,9723f1dc3afbece4718f595ddf9810d458972d45,project_silver_repos/PN5vquy8dkApuNB1LArQ__PrimeElements_Backend.zip,primeelements,started auth with google,medium,13,5,0,,,
PRLens,prlens__b70983f528e2,"Investigate and fix auth issue indicated by commit 'feat(auth): NextAuth GitHub provider with JWT sessions' in src/app/api/auth/[...nextauth]/route.ts, src/lib/auth.ts.",b70983f528e2514d73c48550066cac7275b71781,84,f6c421c30717bbddcb0e895bb0a1e358eeaf4aaa,project_silver_repos/SiHQyGFqQfkmO7lO1KNm__PRLens.zip,PRLens,feat(auth): NextAuth GitHub provider with JWT sessions,medium,13,2,0,,,npm test
Problembox,problembox__202e56656511,Investigate and fix auth issue indicated by commit 'feat(auth): add AuthOverlay gating component' in src/components/AuthOverlay.tsx.,202e56656511ce0209913cfa83a87be7ec4176bf,9,6e5f35dcf5589ff15ca3d3410d3db511c05c3d48,project_silver_repos/O8kUsFwD48MviL9OW8jo__Problembox.zip,Problembox,feat(auth): add AuthOverlay gating component,medium,13,1,0,,,npm test
Product-Server,product-server__d2ae8764259c,"Investigate and fix auth issue indicated by commit 'auth controllers' in middleware/auth.js, routes/authRoutes.js, routes/orderroutes.js.",d2ae8764259cfdb278350cd417be64b969c92f93,69,f38c9ed2a7843bcdb3de3224fba196787c2c231b,project_silver_repos/EUUpFNcS8rpKZTVUwNMQ__Product-Server.zip,Product-Server,auth controllers,medium,13,4,0,,,npm install && npm test (verify package.json scripts)
propvault,propvault__6dd04488dc89,"Investigate and fix auth issue indicated by commit 'feat(auth): add api controller' in apps/api/src/modules/auth/auth.controller.ts, apps/api/src/modules/auth/auth.routes.ts.",6dd04488dc8986912f76cb8e03dbde8edbb18e0b,53,d983f76dac08a9e7b61da71c44c9b443d5f7fbd8,project_silver_repos/2DloJHdZd7TfZTQmp3nu__propvault.zip,propvault,feat(auth): add api controller,medium,13,2,0,,,npm install && npm test (verify package.json scripts)
questly-v3-new,questly-v3-new__793f1b874fe2,"Investigate and fix auth issue indicated by commit 'JWT auth service — sign, verify, refresh rotation' in src/services/authService.js.",793f1b874fe2b4afefc5655327cad0bf95e6d002,15,a762736bde5812e9235da5ba42741773c9076a17,project_silver_repos/0qc2NBJ7IsUJIqHtK5Uh__questly-v3-new.zip,questly-v3-new,"JWT auth service — sign, verify, refresh rotation",medium,13,1,0,,,npm test
questly-v3-submission,questly-v3-submission__793f1b874fe2,"Investigate and fix auth issue indicated by commit 'JWT auth service — sign, verify, refresh rotation' in src/services/authService.js.",793f1b874fe2b4afefc5655327cad0bf95e6d002,15,a762736bde5812e9235da5ba42741773c9076a17,project_silver_repos/OclYoanYvuwfSIAKRT66__questly-v3-submission.zip,.,"JWT auth service — sign, verify, refresh rotation",medium,13,1,0,,,npm test
repository-case-platform-svc,repository-case-platform-svc__e8ace9929489,Investigate and fix auth issue indicated by commit 'feat(auth): wire auth router' in routes/auth.routes.js.,e8ace99294893c4ea4556421eb50d5f9a92ee905,11,4b2557f7db3384315d9c7c72f48573f3dc727d34,project_silver_repos/1Y5brFFm648acC8HQCnb__repository-case-platform-svc.zip,.,feat(auth): wire auth router,medium,13,1,0,,,npm test
roastboard,roastboard__270c272442ba,Investigate and fix validation issue indicated by commit 'blend service: component ratio validation' in roastboard/services/blend_service.py.,270c272442baaf417f3546291f772e263b9a6349,213,b73106563906cf9963071adc653f4d09237ee831,project_silver_repos/kfqjvYiGFXK4kF2ka3mA__roastboard.zip,roastboard,blend service: component ratio validation,medium,13,2,1,,,pytest
roastboard,roastboard__77d917ae38f2,Investigate and fix validation issue indicated by commit 'blend: use Decimal arithmetic for ratio sum validation' in roastboard/services/blend_service.py.,77d917ae38f28743533680af5632769a72d3035f,6,792106d07032b47862fd7b064dc2b497b99c63c4,project_silver_repos/kfqjvYiGFXK4kF2ka3mA__roastboard.zip,roastboard,blend: use Decimal arithmetic for ratio sum validation,medium,13,2,1,,,pytest
scheduleflow,scheduleflow__2e59e618d034,Investigate and fix overflow issue indicated by commit 'add RingBuffer with overflow eviction' in src/scheduleflow/api/events.py.,2e59e618d034e805e7086248e09e18ee7e444686,668,1edc137030f7464f68c9b06978a211f45e3efe0f,project_silver_repos/3DqkHV1FJjU5iHbGS4LV__scheduleflow.zip,.,add RingBuffer with overflow eviction,medium,13,2,1,,,pytest
Smartbiometricsecurity,smartbiometricsecurity__12cfd0442a44,Investigate and fix auth issue indicated by commit 'feat(auth): one-time recovery codes' in biometric/auth/recovery.py.,12cfd0442a44bfd56aec6daaedd6de83cc88c162,46,f664b379756e665c4b7a6450a8b076173fe53393,project_silver_repos/c4BrdKoQWiPiSW1w7m5q__Smartbiometricsecurity.zip,Smartbiometricsecurity,feat(auth): one-time recovery codes,medium,13,1,0,,,pytest
stagedoor-api,stagedoor-api__9464b9bc193b,"Investigate and fix auth issue indicated by commit 'response helpers and auth handler' in internal/handler/auth.go, internal/handler/response.go.",9464b9bc193bc47fe4ea2d883c406073ffe5f32e,188,3a969f0afc356562db9f2e9be185c222e3f74591,project_silver_repos/r7Oip3W7uVxXotkzX1yq__stagedoor-api.zip,.,response helpers and auth handler,medium,13,2,0,,,go test ./...
stockplate-new,stockplate-new__7cad390fb4a0,Investigate and fix permission issue indicated by commit 'frontend: role-based permission helpers' in frontend/src/lib/permissions.js.,7cad390fb4a002b3db7dae179b5b389f1d6dcab3,20,28d63dd5f3fe063db101fa136c911ebf3a1e3550,project_silver_repos/1cF3fp1c864DVbwbxzmv__stockplate-new.zip,stockplate-new,frontend: role-based permission helpers,medium,13,1,0,,,
stockplate-new,stockplate-new__e15b571c5fef,"Investigate and fix auth issue indicated by commit 'common: DRF throttles (auth, reports, exports)' in backend/apps/common/throttling.py.",e15b571c5fef015fcf08faef5cb117574fab2949,24,c0e8fc2321aa721595621979fa41a8032227e891,project_silver_repos/1cF3fp1c864DVbwbxzmv__stockplate-new.zip,stockplate-new,"common: DRF throttles (auth, reports, exports)",medium,13,1,0,,,
taskflow,taskflow__7f99e0e958b7,Investigate and fix concurrency issue indicated by commit 'Add queue-level concurrency limits' in taskflow/core/concurrency.py.,7f99e0e958b7c9c7814112a821f006b583d391ce,38,1c9eb2da78f1de8b40d9041ae1d1b5ecdfbb77db,project_silver_repos/yV6h1OTlpJvFvcUfldIV__taskflow.zip,taskflow,Add queue-level concurrency limits,medium,13,1,0,,,pytest
taskflow,taskflow__f3a88bce07c6,"Investigate and fix auth issue indicated by commit 'Add auth models with roles and permissions' in src/taskflow/auth/__init__.py, src/taskflow/auth/models.py.",f3a88bce07c62878fa6f21008377e28807883ced,237,2fc85b722bf0e3dc31b801f269c65393573bb8f1,project_silver_repos/JfNWXRQeascsOF06no32__taskflow.zip,.,Add auth models with roles and permissions,medium,13,2,0,,,pytest
vaultpipe-repo,vaultpipe-repo__6c9cb6bd0f5e,"Investigate and fix auth issue indicated by commit 'feat(api): add api models auth and server surface' in vaultpipe/api/__init__.py, vaultpipe/api/auth.py, vaultpipe/api/models.py.",6c9cb6bd0f5e2e6442df9d5b182d305fbeba701b,77,38944ba08368e7dc8c26305d01630eb0792c7250,project_silver_repos/OzB7FQOck4I3FFY24qd2__vaultpipe-repo.zip,.,feat(api): add api models auth and server surface,medium,13,4,0,,,pytest
workflow-engine,workflow-engine__5b45d97d32f4,Investigate and fix auth issue indicated by commit 'utils: jwt auth helpers and bcrypt password hashing' in wfengine/utils/auth.py.,5b45d97d32f4a95159798b1c32b4ca20037c5e89,38,f82c223265502cb957be0261438541db648368a9,project_silver_repos/Ej4FI2J4cm00XsDJ2r45__workflow-engine.zip,workflow-engine,utils: jwt auth helpers and bcrypt password hashing,medium,13,1,0,,,pytest
zendesk,zendesk__bc2b80287389,"Investigate and fix permission issue indicated by commit 'permission related minor nitpicks for tickets and ticket fields' in apis/ticket_fields_router.py, apis/tickets_router.py.",bc2b802873893b33782989d0b9b390c88c89ecef,19,5a17b74fc123552141aa9ec1c813af87dff8563b,project_silver_repos/nxePVWTK4sCsvryDs25r__zendesk.zip,zendesk,permission related minor nitpicks for tickets and ticket fields,medium,13,2,0,,,pytest
zorvyn-finance-rbac-backend,zorvyn-finance-rbac-backend__835df9822828,"Investigate and fix auth issue indicated by commit 'feat: implement auth and request middleware' in src/middleware/auth.js, src/middleware/authorize.js, src/middleware/errorHandler.js.",835df98228283f2678a8f6f39d135b91c6cbfc9b,98,b00210a07950d3edb2abcd6cf9672188786dffb2,project_silver_repos/9BeNLkk3LUSEUt0uA32t__zorvyn-finance-rbac-backend.zip,.,feat: implement auth and request middleware,medium,13,5,0,,,npm test
brindle,brindle__b2b70a48578f,Investigate and fix parse issue indicated by commit 'Add CLI integration tests for parse/filter/select/group/stats' in tests/test_cli.py.,b2b70a48578fbae3d4d023bbed06937d90f10c37,78,bc8414eeb20065dd49bbfa1366f5249741e56f37,project_silver_repos/ersOkak2IghXoduO0tS1__brindle.zip,brindle,Add CLI integration tests for parse/filter/select/group/stats,medium,12,1,1,,,pytest
budget,budget__b2f5b9da10ce,Investigate and fix validation issue indicated by commit 'test: constants module validation tests' in tests/test_constants.py.,b2f5b9da10ceffc403791349fb1d157076d34ca3,40,84fb599b5d86515cc0ce678f20d3fcb1cf9613b0,project_silver_repos/4FU2m7qQrlzyeiujgMDX__budget.zip,.,test: constants module validation tests,medium,12,1,1,,,pytest
cellengine,cellengine__1bf3dcf21e15,Investigate and fix parser issue indicated by commit 'Add tests for formula parser' in tests/test_parser.py.,1bf3dcf21e152369c606975b379a1498f5e9631f,107,8c954f886433e1517da7df45c99fbd239b607af2,project_silver_repos/QvnwMDY5xEZUdDF5u4ay__cellengine.zip,.,Add tests for formula parser,medium,12,1,1,,,pytest
cellengine,cellengine__3217ef38d176,Investigate and fix validation issue indicated by commit 'Add tests for validation' in tests/test_validation.py.,3217ef38d1767d35f9f6d8cea5fab9f244af3959,27,de85cbf4d9cdbc34e631a6f6ae0dc95920dcc24d,project_silver_repos/QvnwMDY5xEZUdDF5u4ay__cellengine.zip,.,Add tests for validation,medium,12,1,1,,,pytest
conveyor,conveyor__f034ad0da401,"Investigate and fix validation issue indicated by commit 'test: add schema validation tests (coerce, drop, tag, strict mode)' in tests/test_schema.py.",f034ad0da4011dc17f10f8a4a5be4ff06bbb4600,132,66634425f694d381187c2ab472647f406f7d4fa6,project_silver_repos/d2R6FcyG0cpOrVy7K2SJ__conveyor.zip,conveyor,"test: add schema validation tests (coerce, drop, tag, strict mode)",medium,12,1,1,,,pytest
Crystal-AQ,crystal-aq__1b4b8f6f83e5,Investigate and fix bug issue indicated by commit 'on reload bug' in sandbox/src/sandbox.cc.,1b4b8f6f83e5e80359d45ce48c50d6be00b8c25c,13,0c9cfe2cf35ecab9c71c371bfb1d469efbe0c47f,project_silver_repos/cyL78YSxKk5VzvnAf7ZT__Crystal-AQ.zip,Crystal-AQ,on reload bug,medium,12,2,0,,,
Crystal-AQ,crystal-aq__29a1a3808f2f,"Investigate and fix bug issue indicated by commit 'render buffer bug' in sandbox/src/sandbox.cc, src/Renderer/draw.cc, src/Renderer/material.cc.",29a1a3808f2f5ce1fd3b6f9891f8ee9a2272cf7a,91,804d9f953c4d94ed36e52f44757323828213aff1,project_silver_repos/cyL78YSxKk5VzvnAf7ZT__Crystal-AQ.zip,Crystal-AQ,render buffer bug,medium,12,7,0,,,
dataweave,dataweave__492f13f16296,Fix,492f13f162962ed8990973dd17fae01bee517f0e,2,5a57397ce0b09d8425b5f001e5e27d02db2c6f8d,project_silver_repos/MKKtboXSHDNRlGEUTHoV__dataweave.zip,.,Fix,medium,12,1,1,,,pytest
dataweave,dataweave__532657f75598,Fix,532657f75598bd0067f0cbf65632dea551142efe,3,378242426e6fe97cfe2714c8563d0fdda194f249,project_silver_repos/MKKtboXSHDNRlGEUTHoV__dataweave.zip,.,Fix,medium,12,1,1,,,pytest
dataweave,dataweave__c7b687d8ca82,Fix,c7b687d8ca82f00f9c86cd2bd5aebcc7063c45f9,2,d989dd6ff29a01e551eb0779cf456b3b6c59d6af,project_silver_repos/MKKtboXSHDNRlGEUTHoV__dataweave.zip,.,Fix,medium,12,1,1,,,pytest
deptrack,deptrack__bb5cfc2048a0,Investigate and fix traversal issue indicated by commit 'feat: add dependency graph with cycle detection and transitive traversal' in deptrack/graph.py.,bb5cfc2048a05506654b1f8ab62ee24b8483176f,360,19f98340bbfc3dfd1739dc5e84bf4c797772a967,project_silver_repos/UgSSo2X3mn39znQrHkCo__deptrack.zip,deptrack,feat: add dependency graph with cycle detection and transitive traversal,medium,12,1,0,,,pytest
EvalForge,evalforge__25cb95650f30,Investigate and fix validation issue indicated by commit 'Add unit tests for input validation utilities' in tests/unit/test_validation.py.,25cb95650f30b886867ecea65e2cbcdba8ca690d,148,8f3e92e848c5bee70e33af46630f27bc2f4a5bd9,project_silver_repos/SiRLHVuDdjZIykfrf992__EvalForge.zip,EvalForge,Add unit tests for input validation utilities,medium,12,1,1,,,pytest
forge,forge__3846e2d42e9d,Investigate and fix parser issue indicated by commit 'test_glob_parser' in tests/unit/test_glob_parser.py.,3846e2d42e9ded4a54847431e39bb7145fa6b5ec,75,f74282d044ed551819dabb9a9274a457bf3b3ea3,project_silver_repos/2TvNErddwokC4IJTRWQX__forge.zip,.,test_glob_parser,medium,12,1,1,,,pytest
forge,forge__58cc887db9a6,Investigate and fix parser issue indicated by commit 'test_buildfile_parser' in tests/unit/test_buildfile_parser.py.,58cc887db9a61a5f77ab290d2cd552354adccc3f,84,0878e9f741107479c044181e3c962fd381e7252f,project_silver_repos/2TvNErddwokC4IJTRWQX__forge.zip,.,test_buildfile_parser,medium,12,1,1,,,pytest
fueltrack,fueltrack__16a8effc076a,"Investigate and fix validation issue indicated by commit 'tests: input validation — volume, price, odometer, timestamp guards' in tests/test_validators.py.",16a8effc076ac761a6c19947ee3238fe25390ed7,59,e8f36f1f8566275c9fcccdf9a4ddf3a888ef4ab1,project_silver_repos/f2uYmrDqtij1luMbSpcN__fueltrack.zip,fueltrack,"tests: input validation — volume, price, odometer, timestamp guards",medium,12,1,1,,,pytest
gocircuit,gocircuit__aae908374159,Investigate and fix timeout issue indicated by commit 'timeout: add context-based timeout helpers' in timeout/timeout.go.,aae908374159fcfd1a6547e56b874cdd7f94db4e,76,e9e6b0f574b47777dc291ad1f1e26f0b36bd1547,project_silver_repos/fuxoKMQ8tIXaVPGr3z4f__gocircuit.zip,.,timeout: add context-based timeout helpers,medium,12,1,0,,,go test ./...
harbor-sim,harbor-sim__2e1ae3eb22ca,Investigate and fix truncate issue indicated by commit 'log: append-only with compact + truncate' in harbor_sim/storage/log.py.,2e1ae3eb22caeed9a7688f69a3cc1b927ecf042c,172,f11db2c9cfe3ce4f2b68834b52a4f5d92244aeb6,project_silver_repos/V8iVpRiPF25Ft6ohNl2y__harbor-sim.zip,.,log: append-only with compact + truncate,medium,12,1,0,,,pytest
ledge,ledge__9fc153612e0e,"Investigate and fix parser issue indicated by commit 'tests: rules, rules_parser' in tests/test_rules.py, tests/test_rules_parser.py.",9fc153612e0efe3bd03dbb55d35c80cf560a34b7,69,baa49d7da768240fc1f5492203d8d40ff746b83e,project_silver_repos/PXbLz8CbmbxFQWQF1gWU__ledge.zip,ledge,"tests: rules, rules_parser",medium,12,2,2,,,pytest
ledgercore,ledgercore__f3bdf25b0346,Investigate and fix fixed issue indicated by commit 'Add tests for fixed asset register' in tests/test_fixed_assets.py.,f3bdf25b0346c2d541687d20a2e815173724bbd4,89,c48dc4547d28722336e8ec5e5eb1f90178c517ed,project_silver_repos/ViBjNvr7P9COpqMNBxl6__ledgercore.zip,.,Add tests for fixed asset register,medium,12,1,1,,,pytest
logistics-planner,logistics-planner__7a36fbd61f95,Investigate and fix validate issue indicated by commit 'tests for validate_square_matrix util' in tests/test_validate_square.py.,7a36fbd61f95477119ef688713a77aa1046382c8,19,a09199c16d7c69a5e4d0d6724a6194c9dc3e6145,project_silver_repos/uQdZVxObfeIN41i235Ux__logistics-planner.zip,logistics-planner,tests for validate_square_matrix util,medium,12,1,1,,,pytest
logistics-planner,logistics-planner__a065dbac221b,Investigate and fix bound issue indicated by commit 'branch and bound for IP' in logistics_planner/solvers/branch_and_bound.py.,a065dbac221b48f09f318068e6e34dad7a50a849,123,5738d8ade003e0c478c25a62d6c8eccf1f2e86d2,project_silver_repos/uQdZVxObfeIN41i235Ux__logistics-planner.zip,logistics-planner,branch and bound for IP,medium,12,1,0,,,pytest
logistics-planner,logistics-planner__ad8938fb53d6,Investigate and fix parser issue indicated by commit 'more cli parser tests' in tests/test_cli_parser_more.py.,ad8938fb53d6f72b1d9e28911ec1f96ed863bdaf,41,0191f6dd16a803038155021dfcfe699eb1cfffdb,project_silver_repos/uQdZVxObfeIN41i235Ux__logistics-planner.zip,logistics-planner,more cli parser tests,medium,12,1,1,,,pytest
make-parent,make-parent__7ca5704b650b,Fix potential null reference in RequestInfo exception formatting,7ca5704b650bdeed6d69a49f95aecc00a320e397,4,eea5445f4ab1b60441f00af70ee39d8e4ed56eb6,project_silver_repos/ICfjtI5tQSWIsEtRoZbh__make-parent.zip,make-parent,Fix potential null reference in RequestInfo exception formatting,medium,12,1,0,,,mvn test
